hi,en
"Shahrukh के fans film का Twitter पे promotion करने में इतने busy हो गए कि खुद ही film देखना भूल गए https://twitter.com/taran_adarsh/status/721969258205356032?ÿƒ ? ?
","fans of sharukh were so busy in prmoting the film on twitter that they forgot to watch the film
"
"l power लेके contra end करता है . . . classic
","end contra after taking i power , classic
"
"मैंने पी नहीं है , मैंने पी नहीं है https://twitter.com/RGVzoomin/status/669065486106136576 ...
","i did not drink , i did not drink . https://twitter.com/RGVzoomin/status/669065486106136576 …
"
"@Nilzrav आधा घंटा और चलती तो अबू Dhabi पहुंच जातीं . :P
","@Nilzrav if you had travelled for another half an hour , you would have reached abu dhabi
"
"हम कोई काम बिना proof के नहीं करते हैं जी .. unlike Mufflerman https://twitter.com/BolshoyBooze/status/803083709612077056Â â € ¦ @amz360
","unlike mufflerman we do not do anything without any proof https://twitter.com/BolshoyBooze/status/803083709612077056 â € ¦ _x000D_ @amz360
"
"हमारे पास fruits खरीदने की हैसियत है , झूमतों से खाना order करते हैं हम Rs . 400 की , delivery boy को Rs . 20 . यह में गरीब को दे दो
","we have the ability to buy fruits , we order food with jomato for 400 rupees , delivery boy with rupees 20 . i give it to the poor
"
"hahaha लड़कियाँ फिर fail . . 3 stage भी पार नहीं कर पाई
","hahaha girls again failed , could not clear even 3 stages
"
"drama king guddu :d :p
","drama king guddu
"
"पैसे और fame का खेल बाबू भैया , गरीब 44 साल का मर्द 23 साल वाली के लिए feelings लाया , उसके तो फिर feminists ने बलि चढ़ानी haihttps :/ / twitter.com/BeingRauf/status/874998301308764160 ...
","its game of money and fame babu , 44 years old man had feelings for 23 years old girl , he would be targeted feminists . https://twitter.com/BeingRauf/status/874998301308764160
"
"@FaaduTweets American English bro , हर रोज किसी न किसी को बोलना पड़ता है @twinitisha
","@FaaduTweets American English bro , everyday someone has to say it @tvinitis
"
"thanks , dave ! great show tonight . sorry , craig . i've got to get to bed . i'll catch you tomorrow . @someUSER david letterman
","thanks , dave ! great show tonight . sorry , craig i've got to get to bed , i'll catch you tomorrow . @someUSER david letterman
"
"RT @Pree_Preethi_ : @mr_khiladi24 अच्छा ठीक है all the best बाई फाड़ के आओ ðŸ ˜ '
","retweet @Pree_Preethi_ : @mr_khiladi24 okay , it's alright . all the best brother . break a leg .
"
"Arranged marriage inquiry पहले पड़ोसियों से होती थी , अब FB profile पर होती है .
","neighbours are first source of inquiry in Arranged marriage in past now it is done on the facebook
"
"lol , outstanding . guddu is too good
","Lol , Outstanding , Guddu is too good .
"
"@indiantweeter ले ले भाई , बस दो चार लोग को फांस लो
","@indiantweeter take this broi , just catch some two four more people
"
"Chandigarh विच मारे gedi यार तेरा , जीवी india दे विच घुमड़ा Obama .
","i drive my car around chandigarh just like obama roams around in india .
"
""" बेचना अहि हसीनों .. लो मैं आ गया .. "" pic.twitter.com/4WsFDrWQzt
",""" all ladies just be safe i am coming . "" pic.twitter.com/4WsFDrWQzt
"
"बल्कि थोडा late हो गया ... आज ही नज़र पड़ी थी ... आप कमाल हैं
","but got a bit late ... just today got into my sight ... you are amazing
"
"हाँ ब वैसे भी घर के कुत्तों को अपनी औकात में रहना chahiyehttps :/ / twitter.com/ANI_news/status/733617115341697024 ...
","yes , anyhow the dogs of the home should remain within their status https://twitter.com/ANI_news/status/733617115341697024 …
"
"Ishant Sharma को बहुत late उतरा .
","ishant sharma came down very late
"
"बस बजना चाहिए Gaza ' ~ Israel
","Gazza gazza gaya ' ~ Israel
"
"@kanzy_ka nagpur पर average score 160-170 है .. khaan से अच्छा है ..
","@kanzy_ka nagpur's average score is 160-170 , how is it good !
"
"यह सब जलते हैं मुझे :'(
","they all are jealous of me !
"
"RT @YuvaiTV : Tyagi and Khaitan are examples of ' बहती Ganga में हाथ धो लेना ' : RM @manoharparrikar in LS #AgustaWestlandScam https://t.co/
","RT @YuvaiTV : Tyagi and Khaitan are examples of ' take benefits of current opportuniy ' : RM @manoharparrikar in LS #AgustaWestlandScam https://t.co/
"
"प्रान says paterno was very congenial to the media in his early years . age & amp
","perhaps betrayal by media may be part of his rift with media .
"
"@Footloose_Free वाह .. छुट्टी मना रहे हो ?
","@Footloose_free wow ! are you having a holiday ?
"
"@ChulbuliImli देखो @MeetUunngLee तुम्हारी इक और fan .
","@ChulbuliImli see , @MeetUunngLee one more fan of yours
"
"oh an i also picked my starting xi for the 1st बंगला test on @someUSER site . couldnt decide between fidi an तीनों ! i like fidi तो lol !
","oh and i also picked my starting eleventh for the first bangla test on @someUSER website . could not decide between fidi and tino ! i like fidi though , laughing out loud !
"
"demon gaze , a next-gen dungeon rpg for the the playstation vita [ 1st trailer and screens ]: कड़ोकवा games today . . . http / URL
","$
"
"so guddu के valentine की क्या plans हैं . . ? ? और लैला का है ?
","so what are guddu's plans for valentine ? and where is laila ?
"
"@iamGunjanGrunge तेरा फिर भी कुछ नहीं होना @Barn_sparrow
","@iamGunjanGrunge , nothing good ain't happening to you , @Barn_sparrow .
"
"@kamaalrkhan भाई तेरा औकात भी क्या है International खिलाड़ियां है #MSD और #VK तो तो शायद समझ गया नही तो wait of 2 morrows tweet @BCCI मार 0
","@Kamalrakhan bhai tera aukat b kya hai hai international players
"
"एक एक दिन का हिसाब मांगती है जिंदगी ! पूछो दिल से @peecee सी . @priyankachopra https://t.co/pm0cItTJxC
","life will demand each momen't account ... ask this to your heart .. @peecee se . @priyankachopra https://t.co/pm0cItTJxC
"
"कल रात skills की जीत हुई , और हवस की हार . Ã ° Å ¸ Ëœâ € šQandeel Baloch Trolled Ã ° Å ¸ Ëœâ € š #IndvsPak #AsiaCupT20
","Yesterday night , skills won and lust lost . Qandeel Baloch Trolled , #IndvsPak #AsiaCupT20
"
"बहुत खूब बहुत खूब बहुत khoobhttps :/ / twitter.com/MyVoiceOpIndia/status/787588977419104256 ...
","very goo very good very good https://twitter.com/MyVoiceOpIndia/status/787588977419104256 …
"
"good morning my friends , wish you very nice friday with love , peace , art and mutual respect - :)
","good morning my friends , wish you very nice friday with love , peace , art and mutual respect - :)
"
